Order Number,Pickup Point ID,SLS Tracking Number,3PL Tracking Number,Seller Name,Seller Phone,Create Time,Status,Shopee Order SN,Buyer Sort Code,Pickup Time,Pickup Driver,DC Receive Time,Assigned Time,Bulky Type,PickUp TaskNumber,Shop ID/DOP ID,ETA,pickup attempts,seller’s fault times,update history,Seller Sort Code,Seller Zipcode,State,City,Neighbor,Seller Address
BR256629483874Q,372797694_003,BR256629483874Q,,Festejando25,5511993113853,03/03/2025 09:12,Inbounded,250302GVE7FBDH,Vila Ribeiro de Barros,05/03/2025 09:40,ANDERSON VICENTE OLDANI,05/03/2025 10:35,05/03/2025 07:55,N/A,PT2025030512FY8,372797694,03/03/2025 23:59,1,1,,Vila Formosa,03416000,São Paulo,São Paulo,Vila Formosa,"Rua Pretória, 1406, Loja Festejando25"
BR258385946896Z,413049152_005,BR258385946896Z,,Sua Biju,5511999480285,03/03/2025 09:11,Inbounded,250302GVE7FBDH,Parque São Luís,03/03/2025 11:34,GUSTAVO WENDEL DA SILVA,03/03/2025 12:10,03/03/2025 11:05,N/A,PT20250303118NG,413049152,03/03/2025 23:59,0,0,,Vila Santa Teresa (Zona Leste),03564000,São Paulo,São Paulo,Vila Santa Teresa (Zona Leste),"Avenida Paraguassu Paulista, 399"
BR251536857161W,413049152_005,BR251536857161W,,Sua Biju,5511999480285,03/03/2025 09:11,Inbounded,250302GVE7FBDH,Jardim Europa,03/03/2025 11:34,GUSTAVO WENDEL DA SILVA,03/03/2025 12:12,03/03/2025 11:05,N/A,PT20250303118NG,413049152,03/03/2025 23:59,0,0,,Vila Santa Teresa (Zona Leste),03564000,São Paulo,São Paulo,Vila Santa Teresa (Zona Leste),"Avenida Paraguassu Paulista, 399"
BR255492991706B,1003085235_004,BR255492991706B,,INFINITY COMERCIO DE VARIEDADES,5511944438579,03/03/2025 09:10,Inbounded,250302GVE7FBDH,Vila Lageado,03/03/2025 12:36,Ademir chaves de morais junior,03/03/2025 14:09,03/03/2025 12:21,N/A,PT2025030311R9G,1003085235,03/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA09"
BR2511604007340,832040275_003,BR2511604007340,,P&H  Oficial,5511915914778,03/03/2025 09:09,Inbounded,250302GVE7FBDH,Vila Menck,03/03/2025 12:37,Ademir chaves de morais junior,03/03/2025 14:09,03/03/2025 12:21,N/A,PT2025030311R9B,832040275,03/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA05"
BR252668153731O,413049152_005,BR252668153731O,,Sua Biju,5511999480285,03/03/2025 09:09,Inbounded,250302GVE7FBDH,Vila Paulista,03/03/2025 11:34,GUSTAVO WENDEL DA SILVA,03/03/2025 12:11,03/03/2025 11:05,N/A,PT20250303118NG,413049152,03/03/2025 23:59,0,0,,Vila Santa Teresa (Zona Leste),03564000,São Paulo,São Paulo,Vila Santa Teresa (Zona Leste),"Avenida Paraguassu Paulista, 399"
BR252132200433U,413049152_005,BR252132200433U,,Sua Biju,5511999480285,03/03/2025 09:09,Inbounded,250302GVE7FBDH,Jardim Bonança,03/03/2025 11:34,GUSTAVO WENDEL DA SILVA,03/03/2025 12:10,03/03/2025 11:05,N/A,PT20250303118NG,413049152,03/03/2025 23:59,0,0,,Vila Santa Teresa (Zona Leste),03564000,São Paulo,São Paulo,Vila Santa Teresa (Zona Leste),"Avenida Paraguassu Paulista, 399"
BR254287192259A,284862329_005,BR254287192259A,,Lojas Gupar,551129899450,03/03/2025 09:09,Canceled,250302GVE7FBDH,Jardim Souza,,,,,N/A,/,284862329,03/03/2025 23:59,1,1,,Jardim Japão,02132120,São Paulo,São Paulo,Jardim Japão,"R Yamato, 389, Empresa"
BR2588573170543,1388946535,BR2588573170543,,House Core,5511990044181,03/03/2025 09:07,Inbounded,250302GVE7FBDH,Jardim Guanca,03/03/2025 13:42,PAULO SANTOS DE SOUZA,03/03/2025 14:57,03/03/2025 11:22,N/A,PT2025030311RNL,1388946535,03/03/2025 23:59,0,0,,Jardim Presidente Dutra,07170150,São Paulo,Guarulhos,Jardim Presidente Dutra,"Avenida Carmela Dutra, 180, G31/32/33"
BR2569834866151,1388946535,BR2569834866151,,House Core,5511990044181,03/03/2025 09:07,Inbounded,250302GVE7FBDH,Helena Maria,03/03/2025 13:39,PAULO SANTOS DE SOUZA,03/03/2025 14:56,03/03/2025 11:22,N/A,PT2025030311RNL,1388946535,03/03/2025 23:59,0,0,,Jardim Presidente Dutra,07170150,São Paulo,Guarulhos,Jardim Presidente Dutra,"Avenida Carmela Dutra, 180, G31/32/33"
BR258094008277Y,1388946535,BR258094008277Y,,House Core,5511990044181,03/03/2025 09:07,Inbounded,250302GVE7FBDH,Jardim Nova Cidade,03/03/2025 13:41,PAULO SANTOS DE SOUZA,03/03/2025 14:57,03/03/2025 11:22,N/A,PT2025030311RNL,1388946535,03/03/2025 23:59,0,0,,Jardim Presidente Dutra,07170150,São Paulo,Guarulhos,Jardim Presidente Dutra,"Avenida Carmela Dutra, 180, G31/32/33"
BR251567760986E,279362291_002,BR251567760986E,,Trevo Eletrônicos,5511958887888,03/03/2025 09:07,Inbounded,250302GVE7FBDH,Cerqueira César,03/03/2025 12:15,CARLOS JULIO ROJAS PINATE,03/03/2025 13:23,03/03/2025 11:35,N/A,PT2025030311RYJ,279362291,03/03/2025 23:59,0,0,,Luz,01106010,São Paulo,São Paulo,Luz,"Rua Alfredo Maia, 406, Funcionamos as 10hr a 17hr"
BR253696658779K,554587574_003,BR253696658779K,,Casaual,5511912546448,03/03/2025 09:07,Inbounded,250302GVE7FBDH,Jardim América da Penha,03/03/2025 10:22,Angelo França da Silva,03/03/2025 11:27,,N/A,PT2025030311748,554587574,03/03/2025 23:59,0,0,,Cangaíba,03712004,São Paulo,São Paulo,Cangaíba,"Av Cangaíba, 2238, PORTA DE FERRO"
BR2522172081647,554587574_003,BR2522172081647,,Casaual,5511912546448,03/03/2025 09:07,Inbounded,250302GVE7FBDH,Vila Renato (Zona Leste),03/03/2025 10:27,Angelo França da Silva,03/03/2025 11:20,,N/A,PT2025030311748,554587574,03/03/2025 23:59,0,0,,Cangaíba,03712004,São Paulo,São Paulo,Cangaíba,"Av Cangaíba, 2238, PORTA DE FERRO"
BR259458399833D,554587574_003,BR259458399833D,,Casaual,5511912546448,03/03/2025 09:07,Inbounded,250302GVE7FBDH,parque peruche,05/03/2025 11:48,RENILDO FRANCISCO MODESTO DINIZ,05/03/2025 12:35,05/03/2025 03:14,N/A,PT202503051242J,554587574,03/03/2025 23:59,3,2,,Cangaíba,03712004,São Paulo,São Paulo,Cangaíba,"Av Cangaíba, 2238, PORTA DE FERRO"
BR257555998603M,554587574_003,BR257555998603M,,Casaual,5511912546448,03/03/2025 09:07,Inbounded,250302GVE7FBDH,Vila Nova Teresa,03/03/2025 10:32,Angelo França da Silva,03/03/2025 11:29,,N/A,PT2025030311748,554587574,03/03/2025 23:59,0,0,,Cangaíba,03712004,São Paulo,São Paulo,Cangaíba,"Av Cangaíba, 2238, PORTA DE FERRO"
BR258136491547U,554587574_003,BR258136491547U,,Casaual,5511912546448,03/03/2025 09:07,Inbounded,250302GVE7FBDH,Gopoúva,03/03/2025 11:25,ANDERSON VICENTE OLDANI,03/03/2025 14:23,,N/A,PT2025030311RIG,554587574,03/03/2025 23:59,1,1,,Cangaíba,03712004,São Paulo,São Paulo,Cangaíba,"Av Cangaíba, 2238, PORTA DE FERRO"
BR257831634955M,807597901_003,BR257831634955M,,BIG MO,5511986187622,03/03/2025 09:07,Inbounded,250302GVE7FBDH,Rudge Ramos,03/03/2025 12:40,Ademir chaves de morais junior,03/03/2025 14:09,03/03/2025 12:21,N/A,PT2025030311R9L,807597901,03/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 76, SALA02"
BR256038098665C,554587574_003,BR256038098665C,,Casaual,5511912546448,03/03/2025 09:07,Inbounded,250302GVE7FBDH,Vila Nova Cachoeirinha,03/03/2025 10:34,Angelo França da Silva,03/03/2025 11:26,,N/A,PT2025030311748,554587574,03/03/2025 23:59,0,0,,Cangaíba,03712004,São Paulo,São Paulo,Cangaíba,"Av Cangaíba, 2238, PORTA DE FERRO"
BR256884703194L,554587574_003,BR256884703194L,,Casaual,5511912546448,03/03/2025 09:07,Inbounded,250302GVE7FBDH,Jardim Tupanci,05/03/2025 08:59,Angelo França da Silva,05/03/2025 11:18,05/03/2025 03:14,N/A,PT202503051243R,554587574,03/03/2025 23:59,2,1,,Cangaíba,03712004,São Paulo,São Paulo,Cangaíba,"Av Cangaíba, 2238, PORTA DE FERRO"
BR252724331507R,554587574_003,BR252724331507R,,Casaual,5511912546448,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Jardim Normandia,03/03/2025 10:34,Angelo França da Silva,03/03/2025 11:25,,N/A,PT2025030311748,554587574,03/03/2025 23:59,0,0,,Cangaíba,03712004,São Paulo,São Paulo,Cangaíba,"Av Cangaíba, 2238, PORTA DE FERRO"
BR2531700311971,435437973_001,BR2531700311971,,- Rei Caneca -,5511920038785,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Vila Carrão,05/03/2025 09:45,GUSTAVO WENDEL DA SILVA,05/03/2025 10:38,05/03/2025 03:14,N/A,PT202503051241O,435437973,03/03/2025 23:59,0,0,,Itaquera,08215000,São Paulo,São Paulo,Itaquera,"R Professor Brito Machado, 569, Casa - Campainha dentro"
BR252669675369Q,435437973_001,BR252669675369Q,,- Rei Caneca -,5511920038785,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Vila Zanardi,05/03/2025 09:47,GUSTAVO WENDEL DA SILVA,05/03/2025 10:38,05/03/2025 03:14,N/A,PT202503051241O,435437973,03/03/2025 23:59,0,0,,Itaquera,08215000,São Paulo,São Paulo,Itaquera,"R Professor Brito Machado, 569, Casa - Campainha dentro"
BR254567001168P,435437973_001,BR254567001168P,,- Rei Caneca -,5511920038785,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Jardim Flor de Maio,05/03/2025 09:46,GUSTAVO WENDEL DA SILVA,05/03/2025 10:38,05/03/2025 03:14,N/A,PT202503051241O,435437973,03/03/2025 23:59,0,0,,Itaquera,08215000,São Paulo,São Paulo,Itaquera,"R Professor Brito Machado, 569, Casa - Campainha dentro"
BR255631622873K,435437973_001,BR255631622873K,,- Rei Caneca -,5511920038785,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Jardim do Castelo,05/03/2025 09:45,GUSTAVO WENDEL DA SILVA,05/03/2025 10:38,05/03/2025 03:14,N/A,PT202503051241O,435437973,03/03/2025 23:59,0,0,,Itaquera,08215000,São Paulo,São Paulo,Itaquera,"R Professor Brito Machado, 569, Casa - Campainha dentro"
BR2555202768092,435437973_001,BR2555202768092,,- Rei Caneca -,5511920038785,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Vila Sacadura Cabral,05/03/2025 09:45,GUSTAVO WENDEL DA SILVA,05/03/2025 10:38,05/03/2025 03:14,N/A,PT202503051241O,435437973,03/03/2025 23:59,0,0,,Itaquera,08215000,São Paulo,São Paulo,Itaquera,"R Professor Brito Machado, 569, Casa - Campainha dentro"
BR254549961296H,435437973_001,BR254549961296H,,- Rei Caneca -,5511920038785,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Cerqueira César,05/03/2025 09:47,GUSTAVO WENDEL DA SILVA,05/03/2025 10:37,05/03/2025 03:14,N/A,PT202503051241O,435437973,03/03/2025 23:59,0,0,,Itaquera,08215000,São Paulo,São Paulo,Itaquera,"R Professor Brito Machado, 569, Casa - Campainha dentro"
BR254275471271O,435437973_001,BR254275471271O,,- Rei Caneca -,5511920038785,03/03/2025 09:06,Inbounded,250302GVE7FBDH,jardim santo antonio,05/03/2025 09:42,GUSTAVO WENDEL DA SILVA,05/03/2025 10:38,05/03/2025 03:14,N/A,PT202503051241O,435437973,03/03/2025 23:59,0,0,,Itaquera,08215000,São Paulo,São Paulo,Itaquera,"R Professor Brito Machado, 569, Casa - Campainha dentro"
BR254012024994T,554587574_003,BR254012024994T,,Casaual,5511912546448,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Vila Dionisia,03/03/2025 10:04,Angelo França da Silva,03/03/2025 11:22,,N/A,PT2025030311748,554587574,03/03/2025 23:59,0,0,,Cangaíba,03712004,São Paulo,São Paulo,Cangaíba,"Av Cangaíba, 2238, PORTA DE FERRO"
BR2543163540967,554587574_003,BR2543163540967,,Casaual,5511912546448,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Jardim Nice,03/03/2025 11:25,ANDERSON VICENTE OLDANI,03/03/2025 14:23,,N/A,PT2025030311RIG,554587574,03/03/2025 23:59,1,1,,Cangaíba,03712004,São Paulo,São Paulo,Cangaíba,"Av Cangaíba, 2238, PORTA DE FERRO"
BR254941727627S,1003127601_001,BR254941727627S,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,São João Clímaco,03/03/2025 09:22,EZEQUIAS PEREIRA ALVES,03/03/2025 10:21,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR255249314919A,1003127601_001,BR255249314919A,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Jardim Danfer,03/03/2025 09:22,EZEQUIAS PEREIRA ALVES,03/03/2025 10:21,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR2507516518089,554587574_003,BR2507516518089,,Casaual,5511912546448,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Vila venditi,03/03/2025 10:05,Angelo França da Silva,03/03/2025 11:20,,N/A,PT2025030311748,554587574,03/03/2025 23:59,0,0,,Cangaíba,03712004,São Paulo,São Paulo,Cangaíba,"Av Cangaíba, 2238, PORTA DE FERRO"
BR258038287560G,1003127601_001,BR258038287560G,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Vila Prudente,03/03/2025 09:22,EZEQUIAS PEREIRA ALVES,03/03/2025 10:21,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR2510058998212,554587574_003,BR2510058998212,,Casaual,5511912546448,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Jardim Oliveira II,03/03/2025 10:34,Angelo França da Silva,03/03/2025 11:21,,N/A,PT2025030311748,554587574,03/03/2025 23:59,0,0,,Cangaíba,03712004,São Paulo,São Paulo,Cangaíba,"Av Cangaíba, 2238, PORTA DE FERRO"
BR254878319428H,1003127601_001,BR254878319428H,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Parque Novo Mundo,03/03/2025 09:24,EZEQUIAS PEREIRA ALVES,03/03/2025 10:21,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR257331542261S,1003127601_001,BR257331542261S,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Jardim Taquaral,03/03/2025 09:23,EZEQUIAS PEREIRA ALVES,03/03/2025 10:18,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR253212210951S,1003127601_001,BR253212210951S,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Jardim Saint Moritz,03/03/2025 09:23,EZEQUIAS PEREIRA ALVES,03/03/2025 10:18,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR258921687373M,1003127601_001,BR258921687373M,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Casa Verde,03/03/2025 09:21,EZEQUIAS PEREIRA ALVES,03/03/2025 10:19,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR250205356209W,1003127601_001,BR250205356209W,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Engenheiro Goulart,03/03/2025 09:22,EZEQUIAS PEREIRA ALVES,03/03/2025 10:21,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR2568604499323,1003127601_001,BR2568604499323,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Jardim Íris,03/03/2025 09:23,EZEQUIAS PEREIRA ALVES,03/03/2025 10:18,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR251431319910O,1003127601_001,BR251431319910O,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Jardim Maringá,03/03/2025 09:23,EZEQUIAS PEREIRA ALVES,03/03/2025 10:20,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR250787907050P,1003127601_001,BR250787907050P,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Parque Mikail,03/03/2025 09:22,EZEQUIAS PEREIRA ALVES,03/03/2025 10:19,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR255923690850R,1135614419_001,BR255923690850R,,Store H8,5511984707379,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Bandeiras,03/03/2025 10:50,WILTON PEREIRA,03/03/2025 11:50,,N/A,PT2025030311991,1135614419,03/03/2025 23:59,0,0,,Brás,03101010,São Paulo,São Paulo,Brás,"Rua André de Leão, 78, 2 Andar Sala 1"
BR257879104815Y,1003127601_001,BR257879104815Y,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Chácara Seis de Outubro,03/03/2025 09:24,EZEQUIAS PEREIRA ALVES,03/03/2025 10:21,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR258903578340V,1003127601_001,BR258903578340V,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Jardim Modelo,03/03/2025 09:22,EZEQUIAS PEREIRA ALVES,03/03/2025 10:21,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR2587087639213,1003127601_001,BR2587087639213,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Vila Nhocune,03/03/2025 09:22,EZEQUIAS PEREIRA ALVES,03/03/2025 10:21,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR259574159174Z,1003127601_001,BR259574159174Z,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Jardim Aeroporto,03/03/2025 09:22,EZEQUIAS PEREIRA ALVES,03/03/2025 10:21,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR254245266257P,1003127601_001,BR254245266257P,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Aliança,03/03/2025 09:23,EZEQUIAS PEREIRA ALVES,03/03/2025 10:20,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR251001677270E,450571705_003,BR251001677270E,,Camellia Papelaria,5511985639630,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Jardim Brasil (Zona Norte),03/03/2025 11:29,Joyce Maiara de Souza silva,03/03/2025 11:55,,N/A,PT2025030311RCE,450571705,03/03/2025 23:59,1,1,,Bom Retiro,01128000,São Paulo,São Paulo,Bom Retiro,"R Barra do Tibaji, 524"
BR253331445739E,554587574_003,BR253331445739E,,Casaual,5511912546448,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Jardim das Flores,05/03/2025 08:59,Angelo França da Silva,05/03/2025 11:18,05/03/2025 03:14,N/A,PT202503051243R,554587574,03/03/2025 23:59,2,1,,Cangaíba,03712004,São Paulo,São Paulo,Cangaíba,"Av Cangaíba, 2238, PORTA DE FERRO"
BR2572193266289,1003127601_001,BR2572193266289,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Jardim Brasil,03/03/2025 09:22,EZEQUIAS PEREIRA ALVES,03/03/2025 10:21,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR250526986736E,1003127601_001,BR250526986736E,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Parque Edu Chaves,03/03/2025 09:22,EZEQUIAS PEREIRA ALVES,03/03/2025 10:21,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR254967283590G,1003127601_001,BR254967283590G,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Socorro,03/03/2025 09:23,EZEQUIAS PEREIRA ALVES,03/03/2025 10:18,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR258423946235F,554587574_003,BR258423946235F,,Casaual,5511912546448,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Vila Alpina,05/03/2025 08:59,Angelo França da Silva,05/03/2025 11:18,05/03/2025 03:14,N/A,PT202503051243R,554587574,03/03/2025 23:59,2,1,,Cangaíba,03712004,São Paulo,São Paulo,Cangaíba,"Av Cangaíba, 2238, PORTA DE FERRO"
BR251390051251U,1003127601_001,BR251390051251U,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Vila Morellato,03/03/2025 09:24,EZEQUIAS PEREIRA ALVES,03/03/2025 10:19,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR250666462555F,1003127601_001,BR250666462555F,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Vila Clara,03/03/2025 09:23,EZEQUIAS PEREIRA ALVES,03/03/2025 10:20,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR2543880485928,1003127601_001,BR2543880485928,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Vila Pereira Cerca,03/03/2025 09:23,EZEQUIAS PEREIRA ALVES,03/03/2025 10:18,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR251570252817S,1003127601_001,BR251570252817S,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Vila Tolstoi,03/03/2025 09:22,EZEQUIAS PEREIRA ALVES,03/03/2025 10:21,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR252358180816W,1003127601_001,BR252358180816W,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Santa Teresinha,03/03/2025 09:22,EZEQUIAS PEREIRA ALVES,03/03/2025 10:19,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR255217709037V,554587574_003,BR255217709037V,,Casaual,5511912546448,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Jardim Cecy,05/03/2025 08:59,Angelo França da Silva,05/03/2025 11:18,05/03/2025 03:14,N/A,PT202503051243R,554587574,03/03/2025 23:59,2,1,,Cangaíba,03712004,São Paulo,São Paulo,Cangaíba,"Av Cangaíba, 2238, PORTA DE FERRO"
BR250841822099R,1003127601_001,BR250841822099R,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Jardim Maria Rosa,03/03/2025 09:23,EZEQUIAS PEREIRA ALVES,03/03/2025 10:20,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR252572030217S,1003127601_001,BR252572030217S,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Sítio do Morro,03/03/2025 09:23,EZEQUIAS PEREIRA ALVES,03/03/2025 10:18,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR252962989618I,1003127601_001,BR252962989618I,,Kuàilè Bijux,5511969032521,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Jardim DAbril,03/03/2025 09:22,EZEQUIAS PEREIRA ALVES,03/03/2025 10:20,,N/A,PT20250303117G4,1003127601,03/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR2586315884898,554587574_003,BR2586315884898,,Casaual,5511912546448,03/03/2025 09:06,Inbounded,250302GVE7FBDH,Vila Maria Alta,05/03/2025 08:59,Angelo França da Silva,05/03/2025 11:18,05/03/2025 03:14,N/A,PT202503051243R,554587574,03/03/2025 23:59,2,1,,Cangaíba,03712004,São Paulo,São Paulo,Cangaíba,"Av Cangaíba, 2238, PORTA DE FERRO"
BR259095129809T,554587574_003,BR259095129809T,,Casaual,5511912546448,03/03/2025 09:05,Canceled,250302GVE7FBDH,Santa Terezinha,,,,06/03/2025 10:11,N/A,/,554587574,03/03/2025 23:59,7,3,,Cangaíba,03712004,São Paulo,São Paulo,Cangaíba,"Av Cangaíba, 2238, PORTA DE FERRO"
BR254397019234P,554587574_003,BR254397019234P,,Casaual,5511912546448,03/03/2025 09:05,Inbounded,250302GVE7FBDH,Bonfim,03/03/2025 10:34,Angelo França da Silva,03/03/2025 11:26,,N/A,PT2025030311748,554587574,03/03/2025 23:59,0,0,,Cangaíba,03712004,São Paulo,São Paulo,Cangaíba,"Av Cangaíba, 2238, PORTA DE FERRO"
