Order Number,Pickup Point ID,SLS Tracking Number,3PL Tracking Number,Seller Name,Seller Phone,Create Time,Status,Shopee Order SN,Buyer Sort Code,Pickup Time,Pickup Driver,DC Receive Time,Assigned Time,Bulky Type,PickUp TaskNumber,Shop ID/DOP ID,ETA,pickup attempts,seller’s fault times,update history,Seller Sort Code,Seller Zipcode,State,City,Neighbor,Seller Address
BR259136047992M,581418045_001,BR259136047992M,,LETÍCIA MODAS 2962,5511914174904,05/03/2025 12:01,Inbounded,250305QY339NC6,Pinheiros,05/03/2025 12:48,RAFAEL COSTA DE SOUZA,05/03/2025 13:31,,N/A,PT2025030512MQS,581418045,05/03/2025 23:59,0,0,,Vila Carrão,03423000,São Paulo,São Paulo,Vila Carrão,"R Lutécia, 229"
BR252367241659Z,284747389_002,BR252367241659Z,,Cases SP,5511967069912,05/03/2025 12:00,Inbounded,250305QY339NC6,Jardim Presidente Dutra,05/03/2025 13:05,Wesley Do Nascimento Silva,05/03/2025 13:45,,N/A,PT202503051241U,284747389,05/03/2025 23:59,0,0,,Jardim Jussara,06753000,São Paulo,Taboão da Serra,Jardim Jussara,"Av Francisco E P Mari, 1439, Loja 1 -"
BR257190711882A,832040275_003,BR257190711882A,,P&H  Oficial,5511915914778,05/03/2025 12:00,Inbounded,250305QY339NC6,Jardim Quaresmeira II,06/03/2025 08:32,Ademir chaves de morais junior,06/03/2025 11:02,06/03/2025 08:01,N/A,PT2025030613C2A,832040275,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA05"
BR259940041977M,284747389_002,BR259940041977M,,Cases SP,5511967069912,05/03/2025 12:00,Inbounded,250305QY339NC6,Jaguaré,05/03/2025 13:06,Wesley Do Nascimento Silva,05/03/2025 13:44,,N/A,PT202503051241U,284747389,05/03/2025 23:59,0,0,,Jardim Jussara,06753000,São Paulo,Taboão da Serra,Jardim Jussara,"Av Francisco E P Mari, 1439, Loja 1 -"
BR256237750057R,309437445_001,BR256237750057R,,Lojas Jamal,5511977414580,05/03/2025 12:00,Inbounded,250305QY339NC6,Vila Fachini,05/03/2025 12:24,Fernando Cerqueira da Cruz,05/03/2025 13:10,,N/A,PT2025030512MYG,309437445,05/03/2025 23:59,0,0,,Jardim Ângela Maria,06385460,São Paulo,Carapicuíba,Jardim Ângela Maria,"Rua Rio Jordão, 29"
BR251821398899K,309437445_001,BR251821398899K,,Lojas Jamal,5511977414580,05/03/2025 12:00,Inbounded,250305QY339NC6,Vila Paulistania,05/03/2025 12:18,Fernando Cerqueira da Cruz,05/03/2025 13:07,,N/A,PT2025030512MYG,309437445,05/03/2025 23:59,0,0,,Jardim Ângela Maria,06385460,São Paulo,Carapicuíba,Jardim Ângela Maria,"Rua Rio Jordão, 29"
BR254756905672E,309437445_001,BR254756905672E,,Lojas Jamal,5511977414580,05/03/2025 12:00,Inbounded,250305QY339NC6,Vila do castelo ,05/03/2025 12:24,Fernando Cerqueira da Cruz,05/03/2025 13:10,,N/A,PT2025030512MYG,309437445,05/03/2025 23:59,0,0,,Jardim Ângela Maria,06385460,São Paulo,Carapicuíba,Jardim Ângela Maria,"Rua Rio Jordão, 29"
BR257156901450H,309437445_001,BR257156901450H,,Lojas Jamal,5511977414580,05/03/2025 12:00,Inbounded,250305QY339NC6,Consolação,05/03/2025 12:25,Fernando Cerqueira da Cruz,05/03/2025 13:10,,N/A,PT2025030512MYG,309437445,05/03/2025 23:59,0,0,,Jardim Ângela Maria,06385460,São Paulo,Carapicuíba,Jardim Ângela Maria,"Rua Rio Jordão, 29"
BR252756107546Q,309437445_001,BR252756107546Q,,Lojas Jamal,5511977414580,05/03/2025 12:00,Inbounded,250305QY339NC6,Vila Esperança,05/03/2025 12:27,Fernando Cerqueira da Cruz,05/03/2025 13:11,,N/A,PT2025030512MYG,309437445,05/03/2025 23:59,0,0,,Jardim Ângela Maria,06385460,São Paulo,Carapicuíba,Jardim Ângela Maria,"Rua Rio Jordão, 29"
BR251914761800S,309437445_001,BR251914761800S,,Lojas Jamal,5511977414580,05/03/2025 12:00,Inbounded,250305QY339NC6,Vila Universitária,05/03/2025 12:24,Fernando Cerqueira da Cruz,05/03/2025 13:09,,N/A,PT2025030512MYG,309437445,05/03/2025 23:59,0,0,,Jardim Ângela Maria,06385460,São Paulo,Carapicuíba,Jardim Ângela Maria,"Rua Rio Jordão, 29"
BR256051079826F,309437445_001,BR256051079826F,,Lojas Jamal,5511977414580,05/03/2025 12:00,Inbounded,250305QY339NC6,Parque Ipê,05/03/2025 12:19,Fernando Cerqueira da Cruz,05/03/2025 13:08,,N/A,PT2025030512MYG,309437445,05/03/2025 23:59,0,0,,Jardim Ângela Maria,06385460,São Paulo,Carapicuíba,Jardim Ângela Maria,"Rua Rio Jordão, 29"
BR255235229084J,832040275_003,BR255235229084J,,P&H  Oficial,5511915914778,05/03/2025 12:00,Inbounded,250305QY339NC6,Itaquera,06/03/2025 09:03,Ademir chaves de morais junior,06/03/2025 11:03,06/03/2025 08:01,N/A,PT2025030613C2A,832040275,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA05"
BR250412646253A,1057319316_001,BR250412646253A,,Magas Comercio de Utilidades,5511977966954,05/03/2025 12:00,Inbounded,250305QY339NC6,Conjunto Residencial José Boni,05/03/2025 12:06,Thiago Aelson Sioji,05/03/2025 13:43,,N/A,PT2025030512MYV,1057319316,05/03/2025 23:59,0,0,,Parque Boturussu,03802010,São Paulo,São Paulo,Parque Boturussu,"Avenida Boturussu, 679, Apto 04"
BR259754971953T,284747389_002,BR259754971953T,,Cases SP,5511967069912,05/03/2025 12:00,Inbounded,250305QY339NC6,Jardim,05/03/2025 12:59,Wesley Do Nascimento Silva,05/03/2025 13:43,,N/A,PT202503051241U,284747389,05/03/2025 23:59,0,0,,Jardim Jussara,06753000,São Paulo,Taboão da Serra,Jardim Jussara,"Av Francisco E P Mari, 1439, Loja 1 -"
BR2561601846944,461633669_003,BR2561601846944,,MAX MO (Atacado & Varejo),5511984537583,05/03/2025 12:00,Inbounded,250305QY339NC6,Aclimação,06/03/2025 08:53,Ademir chaves de morais junior,06/03/2025 11:00,06/03/2025 08:01,N/A,PT2025030613C1L,461633669,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 76"
BR2503369202651,284747389_002,BR2503369202651,,Cases SP,5511967069912,05/03/2025 12:00,Inbounded,250305QY339NC6,Vila Galvão,05/03/2025 12:59,Wesley Do Nascimento Silva,05/03/2025 13:44,,N/A,PT202503051241U,284747389,05/03/2025 23:59,0,0,,Jardim Jussara,06753000,São Paulo,Taboão da Serra,Jardim Jussara,"Av Francisco E P Mari, 1439, Loja 1 -"
BR2505250200859,530370669_003,BR2505250200859,,FAST MO,5511982812817,05/03/2025 12:00,Inbounded,250305QY339NC6,Jardim Caravelas,06/03/2025 08:56,Ademir chaves de morais junior,06/03/2025 11:01,06/03/2025 08:01,N/A,PT2025030613C1X,530370669,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 72"
BR251060018672Y,807597901_003,BR251060018672Y,,BIG MO,5511986187622,05/03/2025 12:00,Inbounded,250305QY339NC6,Lauzane Paulista,06/03/2025 08:52,Ademir chaves de morais junior,06/03/2025 11:01,06/03/2025 08:01,N/A,PT2025030613C1Y,807597901,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 76, SALA 02"
BR257742411647A,530370669_003,BR257742411647A,,FAST MO,5511982812817,05/03/2025 12:00,Inbounded,250305QY339NC6,Vila Carmosina,06/03/2025 08:54,Ademir chaves de morais junior,06/03/2025 11:00,06/03/2025 08:01,N/A,PT2025030613C1X,530370669,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 72"
BR254405795463I,832036467_003,BR254405795463I,,RISESHOP_brasil,5511915822411,05/03/2025 12:00,Inbounded,250305QY339NC6,Parque Bristol,06/03/2025 08:55,Ademir chaves de morais junior,06/03/2025 11:00,06/03/2025 08:01,N/A,PT2025030613C27,832036467,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA06"
BR253138482601E,1003127601_001,BR253138482601E,,Kuàilè Bijux,5511969032521,05/03/2025 12:00,Inbounded,250305QY339NC6,Jardim Santa Margarida,05/03/2025 12:16,EZEQUIAS PEREIRA ALVES,05/03/2025 13:12,,N/A,PT2025030512M4K,1003127601,05/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR252419856148P,1003127601_001,BR252419856148P,,Kuàilè Bijux,5511969032521,05/03/2025 12:00,Inbounded,250305QY339NC6,Jardim Mirante,05/03/2025 12:16,EZEQUIAS PEREIRA ALVES,05/03/2025 13:13,,N/A,PT2025030512M4K,1003127601,05/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR257278250093J,1003127601_001,BR257278250093J,,Kuàilè Bijux,5511969032521,05/03/2025 12:00,Inbounded,250305QY339NC6,Paulicéia,05/03/2025 12:16,EZEQUIAS PEREIRA ALVES,05/03/2025 13:13,,N/A,PT2025030512M4K,1003127601,05/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR255330885432J,1003127601_001,BR255330885432J,,Kuàilè Bijux,5511969032521,05/03/2025 12:00,Inbounded,250305QY339NC6,Mata fria,05/03/2025 12:16,EZEQUIAS PEREIRA ALVES,05/03/2025 13:12,,N/A,PT2025030512M4K,1003127601,05/03/2025 23:59,0,0,,Cidade Líder,08280170,São Paulo,São Paulo,Cidade Líder,"Rua Triunvirato, 163"
BR258525981872X,776120860_004,BR258525981872X,,Click-On,5571992829093,05/03/2025 12:00,Inbounded,250305QY339NC6,Vila São Vicente,05/03/2025 12:14,Anderson Silva Gomes,05/03/2025 13:01,,N/A,PT202503051243K,776120860,05/03/2025 23:59,0,0,,Vila Prudente,03156240,São Paulo,São Paulo,Vila Prudente,"Rua Salvador Mastropietro, 74, Casa 06"
BR254169360067I,776120860_004,BR254169360067I,,Click-On,5571992829093,05/03/2025 12:00,Inbounded,250305QY339NC6,Cipava,05/03/2025 12:14,Anderson Silva Gomes,05/03/2025 13:01,,N/A,PT202503051243K,776120860,05/03/2025 23:59,0,0,,Vila Prudente,03156240,São Paulo,São Paulo,Vila Prudente,"Rua Salvador Mastropietro, 74, Casa 06"
BR253236558211O,581418045_001,BR253236558211O,,LETÍCIA MODAS 2962,5511914174904,05/03/2025 11:59,Inbounded,250305QY339NC6,Jardim São Caetano,05/03/2025 12:48,RAFAEL COSTA DE SOUZA,05/03/2025 13:31,,N/A,PT2025030512MQS,581418045,05/03/2025 23:59,0,0,,Vila Carrão,03423000,São Paulo,São Paulo,Vila Carrão,"R Lutécia, 229"
BR250451194987Y,828167049_003,BR250451194987Y,,Clipz,5511983838223,05/03/2025 11:59,Inbounded,250305QY339NC6,City América,05/03/2025 12:15,WELTHER YAGO DE MOURA LAGATTA,05/03/2025 13:23,,N/A,PT2025030512MZW,828167049,05/03/2025 23:59,0,0,,Casa Verde,02515010,São Paulo,São Paulo,Casa Verde,"Rua Jaguarete, 43 1A, Ao Lado da escola"
BR259918956313G,581418045_001,BR259918956313G,,LETÍCIA MODAS 2962,5511914174904,05/03/2025 11:59,Inbounded,250305QY339NC6,Jardim São Caetano,05/03/2025 12:48,RAFAEL COSTA DE SOUZA,05/03/2025 13:31,,N/A,PT2025030512MQS,581418045,05/03/2025 23:59,0,0,,Vila Carrão,03423000,São Paulo,São Paulo,Vila Carrão,"R Lutécia, 229"
BR252707470159J,581418045_001,BR252707470159J,,LETÍCIA MODAS 2962,5511914174904,05/03/2025 11:59,Inbounded,250305QY339NC6,Sé,05/03/2025 12:48,RAFAEL COSTA DE SOUZA,05/03/2025 13:31,,N/A,PT2025030512MQS,581418045,05/03/2025 23:59,0,0,,Vila Carrão,03423000,São Paulo,São Paulo,Vila Carrão,"R Lutécia, 229"
BR2540725172552,569114904_002,BR2540725172552,,BEST MO,5511983993320,05/03/2025 11:59,Inbounded,250305QY339NC6,Jardim Trianon,06/03/2025 08:40,Ademir chaves de morais junior,06/03/2025 11:03,06/03/2025 08:01,N/A,PT2025030613C26,569114904,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 72"
BR251412789995X,581418045_001,BR251412789995X,,LETÍCIA MODAS 2962,5511914174904,05/03/2025 11:58,Inbounded,250305QY339NC6,Vila Dionisia,05/03/2025 12:49,RAFAEL COSTA DE SOUZA,05/03/2025 13:31,,N/A,PT2025030512MQS,581418045,05/03/2025 23:59,0,0,,Vila Carrão,03423000,São Paulo,São Paulo,Vila Carrão,"R Lutécia, 229"
BR258762928674L,1007375842_001,BR258762928674L,,1000 Coisas Variedades,5511942631700,05/03/2025 11:58,Inbounded,250305QY339NC6,Vila Santa Clara,06/03/2025 09:04,Ademir chaves de morais junior,06/03/2025 11:02,06/03/2025 08:01,N/A,PT2025030613C1T,1007375842,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA11"
BR251902721958W,1007379684_003,BR251902721958W,,NEW WORD MAGAZINE,5511937781681,05/03/2025 11:58,Inbounded,250305QY339NC6,Jb tonato,06/03/2025 08:54,Ademir chaves de morais junior,06/03/2025 11:01,06/03/2025 08:01,N/A,PT2025030613C29,1007379684,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA12"
BR256934506640J,1003731394_001,BR256934506640J,,TUDO TOP UTILIDADES,5511997814959,05/03/2025 11:58,Inbounded,250305QY339NC6,Jardim Belval,06/03/2025 08:53,Ademir chaves de morais junior,06/03/2025 11:01,06/03/2025 08:01,N/A,PT2025030613C28,1003731394,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA10"
BR257952657643M,832031799_004,BR257952657643M,,Vida Criativa ,5511916399169,05/03/2025 11:58,Inbounded,250305QY339NC6,Vila Progresso (Zona Leste),06/03/2025 08:31,Ademir chaves de morais junior,06/03/2025 11:03,06/03/2025 08:01,N/A,PT2025030613C1K,832031799,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA04"
BR252489470373O,832040275_003,BR252489470373O,,P&H  Oficial,5511915914778,05/03/2025 11:58,Inbounded,250305QY339NC6,Vila Alzira,06/03/2025 08:55,Ademir chaves de morais junior,06/03/2025 11:00,06/03/2025 08:01,N/A,PT2025030613C2A,832040275,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA05"
BR259057175623M,461633669_003,BR259057175623M,,MAX MO (Atacado & Varejo),5511984537583,05/03/2025 11:58,Inbounded,250305QY339NC6,Vila Formosa,06/03/2025 08:41,Ademir chaves de morais junior,06/03/2025 11:03,06/03/2025 08:01,N/A,PT2025030613C1L,461633669,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 76"
BR258278538644C,530370669_003,BR258278538644C,,FAST MO,5511982812817,05/03/2025 11:58,Inbounded,250305QY339NC6,Vila São Jorge,06/03/2025 10:13,Ademir chaves de morais junior,06/03/2025 10:58,06/03/2025 08:01,N/A,PT2025030613C1X,530370669,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 72"
BR250686393102T,569114904_002,BR250686393102T,,BEST MO,5511983993320,05/03/2025 11:58,Inbounded,250305QY339NC6,Vila Cavaton,06/03/2025 08:51,Ademir chaves de morais junior,06/03/2025 11:01,06/03/2025 08:01,N/A,PT2025030613C26,569114904,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 72"
BR257261170704U,807597901_003,BR257261170704U,,BIG MO,5511986187622,05/03/2025 11:58,Inbounded,250305QY339NC6,Jardim Vergueiro (Sacomã),06/03/2025 08:41,Ademir chaves de morais junior,06/03/2025 11:04,06/03/2025 08:01,N/A,PT2025030613C1Y,807597901,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 76, SALA 02"
BR259907968594C,530370669_003,BR259907968594C,,FAST MO,5511982812817,05/03/2025 11:58,Inbounded,250305QY339NC6,Vila Cláudia,06/03/2025 08:55,Ademir chaves de morais junior,06/03/2025 11:00,06/03/2025 08:01,N/A,PT2025030613C1X,530370669,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 72"
BR256587751764P,530370669_003,BR256587751764P,,FAST MO,5511982812817,05/03/2025 11:58,Inbounded,250305QY339NC6,Quarta Parada,06/03/2025 09:04,Ademir chaves de morais junior,06/03/2025 11:03,06/03/2025 08:01,N/A,PT2025030613C1X,530370669,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 72"
BR254153443008D,569114904_002,BR254153443008D,,BEST MO,5511983993320,05/03/2025 11:58,Inbounded,250305QY339NC6,Jardim Brasília (Zona Leste),06/03/2025 08:51,Ademir chaves de morais junior,06/03/2025 11:02,06/03/2025 08:01,N/A,PT2025030613C26,569114904,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 72"
BR2587643495547,530370669_003,BR2587643495547,,FAST MO,5511982812817,05/03/2025 11:58,Inbounded,250305QY339NC6,Bussocaba,06/03/2025 09:04,Ademir chaves de morais junior,06/03/2025 11:02,06/03/2025 08:01,N/A,PT2025030613C1X,530370669,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 72"
BR253343930065V,1003731394_001,BR253343930065V,,TUDO TOP UTILIDADES,5511997814959,05/03/2025 11:58,Inbounded,250305QY339NC6,Vila Mascote,06/03/2025 08:51,Ademir chaves de morais junior,06/03/2025 11:03,06/03/2025 08:01,N/A,PT2025030613C28,1003731394,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA10"
BR256309529354Z,530370669_003,BR256309529354Z,,FAST MO,5511982812817,05/03/2025 11:57,Inbounded,250305QY339NC6,Vila Prudente,06/03/2025 08:42,Ademir chaves de morais junior,06/03/2025 11:03,06/03/2025 08:01,N/A,PT2025030613C1X,530370669,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 72"
BR251897547435W,461633669_003,BR251897547435W,,MAX MO (Atacado & Varejo),5511984537583,05/03/2025 11:57,Inbounded,250305QY339NC6,Aclimação,06/03/2025 08:55,Ademir chaves de morais junior,06/03/2025 10:59,06/03/2025 08:01,N/A,PT2025030613C1L,461633669,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 76"
BR2507487935651,717127904_002,BR2507487935651,,BK Eletrônicos,5511947489878,05/03/2025 11:57,Canceled,250305QY339NC6,Jardim Santo Elias,,,,06/03/2025 07:28,N/A,/,717127904,05/03/2025 23:59,3,2,,Luz,01105010,São Paulo,São Paulo,Luz,"Rua Dutra Rodrigues, 43"
BR2515585265150,717127904_002,BR2515585265150,,BK Eletrônicos,5511947489878,05/03/2025 11:57,Inbounded,250305QY339NC6,Jardim Ângela (Zona Leste),05/03/2025 12:14,VITOR DA CUNHA,05/03/2025 13:02,,N/A,PT202503051245R,717127904,05/03/2025 23:59,0,0,,Luz,01105010,São Paulo,São Paulo,Luz,"Rua Dutra Rodrigues, 43"
BR254117104062S,717127904_002,BR254117104062S,,BK Eletrônicos,5511947489878,05/03/2025 11:57,Inbounded,250305QY339NC6,Cidade Líder,05/03/2025 12:16,VITOR DA CUNHA,05/03/2025 13:02,,N/A,PT202503051245R,717127904,05/03/2025 23:59,0,0,,Luz,01105010,São Paulo,São Paulo,Luz,"Rua Dutra Rodrigues, 43"
BR255748435114R,297182954_003,BR255748435114R,,RDMAKE,5511952797700,05/03/2025 11:57,Inbounded,250305QY339NC6,Itaquera,05/03/2025 12:27,VITOR DA CUNHA,05/03/2025 12:59,,N/A,PT202503051245P,297182954,05/03/2025 23:59,0,0,,Centro,01024100,São Paulo,São Paulo,Centro,"R da Cantareira, 777, Sala 21"
BR2596953355557,581418045_001,BR2596953355557,,LETÍCIA MODAS 2962,5511914174904,05/03/2025 11:56,Inbounded,250305QY339NC6,Jardim Bela Vista,05/03/2025 12:48,RAFAEL COSTA DE SOUZA,05/03/2025 13:31,,N/A,PT2025030512MQS,581418045,05/03/2025 23:59,0,0,,Vila Carrão,03423000,São Paulo,São Paulo,Vila Carrão,"R Lutécia, 229"
BR258684425364T,313968882_001,BR258684425364T,,Loja_Yumi_Oficial,5511976640287,05/03/2025 11:56,Inbounded,250305SG4W6DPJ,Vila Regina ( Zona Leste),05/03/2025 12:00,MARCELO DE PAULO VIEIRA,05/03/2025 13:28,,N/A,PT2025030512NIO,313968882,05/03/2025 23:59,0,0,,Osvaldo Cruz,09540202,São Paulo,São Caetano do Sul,Osvaldo Cruz,"R Amazonas, 1323"
BR256645331999O,313968882_001,BR256645331999O,,Loja_Yumi_Oficial,5511976640287,05/03/2025 11:56,Inbounded,250305SG4W6DPJ,Bandeiras,05/03/2025 12:00,MARCELO DE PAULO VIEIRA,05/03/2025 13:28,,N/A,PT2025030512NIO,313968882,05/03/2025 23:59,0,0,,Osvaldo Cruz,09540202,São Paulo,São Caetano do Sul,Osvaldo Cruz,"R Amazonas, 1323"
BR257689908583Y,313968882_001,BR257689908583Y,,Loja_Yumi_Oficial,5511976640287,05/03/2025 11:56,Inbounded,250305SG4W6DPJ,Sítio do Mandaqui,05/03/2025 12:00,MARCELO DE PAULO VIEIRA,05/03/2025 13:28,,N/A,PT2025030512NIO,313968882,05/03/2025 23:59,0,0,,Osvaldo Cruz,09540202,São Paulo,São Caetano do Sul,Osvaldo Cruz,"R Amazonas, 1323"
BR252180483333M,313968882_001,BR252180483333M,,Loja_Yumi_Oficial,5511976640287,05/03/2025 11:56,Inbounded,250305SG4W6DPJ,Vila francos  (Zona Norte),05/03/2025 12:00,MARCELO DE PAULO VIEIRA,05/03/2025 13:28,,N/A,PT2025030512NIO,313968882,05/03/2025 23:59,0,0,,Osvaldo Cruz,09540202,São Paulo,São Caetano do Sul,Osvaldo Cruz,"R Amazonas, 1323"
BR255337151618U,313968882_001,BR255337151618U,,Loja_Yumi_Oficial,5511976640287,05/03/2025 11:56,Inbounded,250305SG4W6DPJ,Jardim Germânia,05/03/2025 12:00,MARCELO DE PAULO VIEIRA,05/03/2025 13:28,,N/A,PT2025030512NIO,313968882,05/03/2025 23:59,0,0,,Osvaldo Cruz,09540202,São Paulo,São Caetano do Sul,Osvaldo Cruz,"R Amazonas, 1323"
BR254383629444N,413122741_005,BR254383629444N,,Universo das utilidades_,5531987885271,05/03/2025 11:55,Inbounded,250305SG4W6DPJ,Jardim Santa Maria,05/03/2025 12:22,JEIME ARAUJO DOS SANTOS,05/03/2025 13:11,,N/A,PT202503051244G,413122741,05/03/2025 23:59,0,0,,Vila Maria,02116000,São Paulo,São Paulo,Vila Maria,"R Dr Afonso Vergueiro, 739"
BR258986503469W,284862329_005,BR258986503469W,,Lojas Gupar,551129899450,05/03/2025 11:54,Inbounded,250305SG4W6DPJ,Bosque da Saúde,06/03/2025 11:41,MARCELO GERALDO,06/03/2025 12:50,06/03/2025 03:22,N/A,PT20250306135W8,284862329,05/03/2025 23:59,1,1,,Jardim Japão,02132120,São Paulo,São Paulo,Jardim Japão,"R Yamato, 389, Empresa"
BR252261448295J,260447388_004,BR252261448295J,,ASM IMPORTS,5511977531544,05/03/2025 11:53,Inbounded,250305SG4W6DPJ,Vila das Belezas,05/03/2025 11:55,JEIME ARAUJO DOS SANTOS,05/03/2025 13:11,,N/A,PT202503051244C,260447388,05/03/2025 23:59,0,0,,Jardim Japão,02142020,São Paulo,São Paulo,Jardim Japão,"Rua Cabo João Monteiro da Rocha, 79, Salão 1 térreo - protão verde"
BR256742773917N,1067424693_001,BR256742773917N,,qin da modas,5511919938888,05/03/2025 11:53,Inbounded,250305SG4W6DPJ,Itaquera,06/03/2025 12:57,Thiago Aelson Sioji,06/03/2025 14:04,06/03/2025 12:21,N/A,PT2025030613JX8,1067424693,05/03/2025 23:59,1,1,,Canindé,03032000,São Paulo,São Paulo,Canindé,"Avenida Vautier, 142A"
BR2513806751444,1067424693_001,BR2513806751444,,qin da modas,5511919938888,05/03/2025 11:52,Inbounded,250305SG4W6DPJ,Jardim São Jorge,06/03/2025 12:57,Thiago Aelson Sioji,06/03/2025 14:03,06/03/2025 12:21,N/A,PT2025030613JX8,1067424693,05/03/2025 23:59,1,1,,Canindé,03032000,São Paulo,São Paulo,Canindé,"Avenida Vautier, 142A"
BR255808867706S,1073417513_001,BR255808867706S,,M&L da moda,5511919928888,05/03/2025 11:52,Canceled,250305SG4W6DPJ,Gopoúva,,,,06/03/2025 07:45,N/A,/,1073417513,05/03/2025 23:59,3,2,,Canindé,03032000,São Paulo,São Paulo,Canindé,"Avenida Vautier, 142A, Shopping Vauier"
BR258427249224R,1073417513_001,BR258427249224R,,M&L da moda,5511919928888,05/03/2025 11:52,Canceled,250305SG4W6DPJ,Santana,,,,06/03/2025 07:45,N/A,/,1073417513,05/03/2025 23:59,3,2,,Canindé,03032000,São Paulo,São Paulo,Canindé,"Avenida Vautier, 142A, Shopping Vauier"
BR253169768622K,1073417513_001,BR253169768622K,,M&L da moda,5511919928888,05/03/2025 11:52,Canceled,250305SG4W6DPJ,Jabaquara,,,,06/03/2025 07:45,N/A,/,1073417513,05/03/2025 23:59,3,2,,Canindé,03032000,São Paulo,São Paulo,Canindé,"Avenida Vautier, 142A, Shopping Vauier"
BR255615087691O,330130080_002,BR255615087691O,,LiLi tendência,5511977712888,05/03/2025 11:52,Inbounded,250305SG4W6DPJ,Jardim Maracanã,06/03/2025 12:45,MURILO MORENO,06/03/2025 13:52,06/03/2025 03:22,N/A,PT20250306135Y2,330130080,05/03/2025 23:59,2,2,,Centro,01022020,São Paulo,São Paulo,Centro,"R Cav Basílio Jafet, 127, 5 anda 53"
BR254814242452R,330130080_002,BR254814242452R,,LiLi tendência,5511977712888,05/03/2025 11:52,Inbounded,250305SG4W6DPJ,Parque Flamengo,06/03/2025 12:46,MURILO MORENO,06/03/2025 13:44,06/03/2025 03:22,N/A,PT20250306135Y2,330130080,05/03/2025 23:59,2,2,,Centro,01022020,São Paulo,São Paulo,Centro,"R Cav Basílio Jafet, 127, 5 anda 53"
BR2501682125175,330130080_002,BR2501682125175,,LiLi tendência,5511977712888,05/03/2025 11:52,Inbounded,250305SG4W6DPJ,Jardim Roberto,06/03/2025 12:46,MURILO MORENO,06/03/2025 13:51,06/03/2025 03:22,N/A,PT20250306135Y2,330130080,05/03/2025 23:59,2,2,,Centro,01022020,São Paulo,São Paulo,Centro,"R Cav Basílio Jafet, 127, 5 anda 53"
BR257508379446W,330130080_002,BR257508379446W,,LiLi tendência,5511977712888,05/03/2025 11:52,Inbounded,250305SG4W6DPJ,Chácara Mafalda,06/03/2025 12:46,MURILO MORENO,06/03/2025 13:49,06/03/2025 03:22,N/A,PT20250306135Y2,330130080,05/03/2025 23:59,2,2,,Centro,01022020,São Paulo,São Paulo,Centro,"R Cav Basílio Jafet, 127, 5 anda 53"
